months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital_gains,capital_loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,blank_cells,has_umbrella,umbrella_limit_missing,policy_annual_premium_missing,policy_deductible_missing,claim_sum_parts,claim_recon_error,claim_recon_flag,log1p_total_claim_amount,log1p_injury_claim,log1p_property_claim,log1p_vehicle_claim,coverage_proxy,premium_per_coverage,deductible_ratio,agi_simple
223.0,40.0,729634,1994/04/28,IN,100/300,500,1201.41,0,437818,FEMALE,JD,priv-house-serv,movies,husband,88400.0,46500,2015/01/27,Multi-vehicle Collision,Side Collision,Major Damage,Police,NC,Columbus,7466 MLK Ridge,7,3,YES,1,0,?,70510.0,12820.0,12820.0,44870,Suburu,Forrestor,1999,N,0,0,0,0,0,70510.0,0.0,0,11.163524004997994,9.4588397305527,9.4588397305527,10.711546985327436,300000.0,0.0040047,0.0016666666666666668,0.00400536745
195.0,39.0,282195,2014/08/17,OH,250/500,1000,1393.57,0,478423,MALE,PhD,machine-op-inspct,movies,not-in-family,47600.0,39600,2015/02/27,Parked Car,?,Minor Damage,Police,VA,Northbend,5821 2nd St,5,1,NO,0,1,YES,2640.0,480.0,480.0,1680,Ford,F150,2009,N,0,0,0,0,0,2640.0,0.0,0,7.878912912297133,6.175867270105761,6.175867270105761,7.427144133408616,500000.0,0.00278714,0.002,0.002787697428
22.0,26.0,420810,2007/08/11,OH,100/300,1000,1276.57,0,467784,MALE,PhD,craft-repair,skydiving,not-in-family,71500.0,0,2015/01/06,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,NY,Arlington,6723 Best Drive,3,1,YES,1,2,NO,78900.0,15780.0,7890.0,55230,Chevrolet,Silverado,1995,N,0,0,0,0,0,78900.0,0.0,0,11.275949181024878,9.666561963748132,8.973478148521036,10.919279668833076,300000.0,0.004255233333333333,0.0033333333333333335,0.004256651744444444
439.0,56.0,524836,2008/11/20,IN,250/500,500,1082.49,0,606714,FEMALE,PhD,prof-specialty,chess,unmarried,36100.0,55000,2015/02/28,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Columbus,4866 4th Hwy,12,3,?,2,3,?,56430.0,0.0,6270.0,50160,Honda,CRV,2014,N,0,0,0,0,0,56430.0,0.0,0,10.940773931876524,0.0,8.74369111054302,10.822993111312226,500000.0,0.00216498,0.001,0.002165196498
94.0,32.0,307195,1995/10/18,IN,500/1000,1000,1414.74,0,464691,FEMALE,Masters,adm-clerical,hiking,own-child,0.0,0,2015/02/22,Parked Car,?,Minor Damage,,VA,Riverwood,5418 Britain Ave,19,1,NO,1,3,NO,2400.0,300.0,300.0,1800,Chevrolet,Silverado,2014,N,0,0,0,0,0,2400.0,0.0,0,7.783640596221253,5.707110264748875,5.707110264748875,7.496097345175956,1000000.0,0.00141474,0.001,0.001414881474
11.0,39.0,623648,1993/05/19,IL,250/500,2000,1470.06,0,431683,MALE,PhD,other-service,yachting,husband,56600.0,45800,2015/01/07,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,WV,Riverwood,4296 Pine Hwy,22,1,YES,0,1,NO,65790.0,7310.0,7310.0,51170,Saab,93,2007,N,0,0,0,0,0,65790.0,0.0,0,11.094238329842929,8.897135342293316,8.897135342293316,10.842928244308982,500000.0,0.00294012,0.004,0.0029412960479999997
151.0,36.0,485372,2005/02/26,OH,250/500,2000,870.63,0,431725,FEMALE,MD,adm-clerical,kayaking,own-child,94800.0,58500,2015/01/06,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Hillsdale,2299 1st St,12,3,NO,1,1,NO,62920.0,11440.0,5720.0,45760,Ford,Escape,2000,N,0,0,0,0,0,62920.0,0.0,0,11.04963525024363,9.344958673700944,8.651898894268529,10.731187478961756,500000.0,0.00174126,0.004,0.0017419565039999997
154.0,34.0,598554,1990/02/14,IN,100/300,500,795.23,0,609216,MALE,PhD,machine-op-inspct,base-jumping,other-relative,36900.0,0,2015/01/10,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NY,Springfield,6618 Cherokee Drive,15,3,YES,2,1,?,69480.0,15440.0,0.0,54040,Nissan,Maxima,2014,Y,0,0,0,0,0,69480.0,0.0,0,11.14880861288244,9.644781588320864,0.0,10.897498296714174,300000.0,0.002650766666666667,0.0016666666666666668,0.0026512084611111115
245.0,44.0,303987,1993/09/30,IL,500/1000,1000,1168.2,0,452787,MALE,JD,handlers-cleaners,basketball,husband,69100.0,0,2015/02/11,Multi-vehicle Collision,Side Collision,Total Loss,Other,OH,Springfield,7459 Flute St,23,3,NO,0,3,NO,44280.0,7380.0,3690.0,33210,Honda,Accord,1997,N,0,0,0,0,0,44280.0,0.0,0,10.698310970126736,8.906664409770052,8.213652703029998,10.410636425329676,1000000.0,0.0011682,0.001,0.0011683168200000002
119.0,32.0,343161,2014/06/10,IL,500/1000,1000,993.51,0,468767,MALE,High School,armed-forces,bungie-jumping,unmarried,0.0,49500,2015/01/12,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Hillsdale,3567 4th Drive,12,1,NO,0,3,YES,56300.0,5630.0,11260.0,39410,BMW,M5,2011,N,0,0,0,0,0,56300.0,0.0,0,10.938467575959384,8.636042325254618,9.329100707697023,10.581800244137618,1000000.0,0.00099351,0.001,0.000993609351
215.0,42.0,519312,2008/10/28,OH,500/1000,500,1848.81,0,435489,MALE,JD,transport-moving,video-games,own-child,0.0,49000,2015/02/06,Multi-vehicle Collision,Front Collision,Major Damage,Fire,WV,Northbend,2457 Washington Ave,20,3,YES,2,2,YES,68520.0,11420.0,5710.0,51390,Suburu,Legacy,2003,Y,0,0,0,0,0,68520.0,0.0,0,11.134895546610604,9.343209045050608,8.650149418664864,10.847218338835674,1000000.0,0.00184881,0.0005,0.0018489024405000001
295.0,42.0,132902,2007/04/24,OH,250/500,1000,1641.73,5000000,450149,MALE,PhD,sales,chess,not-in-family,62400.0,0,2015/01/20,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,Riverwood,1269 Flute Drive,16,3,NO,0,0,NO,59130.0,6570.0,6570.0,45990,Ford,Escape,2006,Y,0,1,0,0,0,59130.0,0.0,0,10.98751060056093,8.790421306897867,8.790421306897867,10.736201004154935,500000.0,0.00328346,0.002,0.003284116692
254.0,39.0,332867,1993/12/13,IN,100/300,500,1362.87,0,458364,FEMALE,MD,exec-managerial,chess,other-relative,35700.0,0,2015/02/22,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Arlington,1218 Sky Hwy,6,3,YES,2,2,NO,82320.0,13720.0,6860.0,61740,Dodge,Neon,1995,Y,0,0,0,0,0,82320.0,0.0,0,11.318381518150378,9.526682784921174,8.833608482690892,11.030703494879951,300000.0,0.0045429,0.0016666666666666668,0.00454365715
107.0,31.0,356590,2011/08/17,IN,250/500,500,1239.22,7000000,476458,FEMALE,High School,tech-support,paintball,not-in-family,43400.0,91200,2015/01/30,Single Vehicle Collision,Side Collision,Minor Damage,Fire,SC,Springfield,9169 Pine Ridge,12,1,YES,0,1,NO,89700.0,13800.0,13800.0,62100,Audi,A5,2009,Y,0,1,0,0,0,89700.0,0.0,0,11.404237196256764,9.53249633228804,9.53249633228804,11.0365173708515,500000.0,0.00247844,0.001,0.002478687844
478.0,64.0,346002,1990/08/20,OH,250/500,500,835.02,0,602433,FEMALE,Associate,adm-clerical,reading,unmarried,59600.0,0,2015/02/02,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Hillsdale,8538 Texas Lane,17,3,NO,1,1,NO,33930.0,0.0,3770.0,30160,BMW,X6,1998,N,0,0,0,0,0,33930.0,0.0,0,10.432084329787235,0.0,8.235095497258357,10.314304978070902,500000.0,0.00167004,0.001,0.001670207004
128.0,30.0,500533,1994/02/11,OH,100/300,1000,1061.33,0,478575,MALE,MD,machine-op-inspct,movies,own-child,43300.0,66200,2015/01/10,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,WV,Northbrook,5783 Oak Ave,8,1,NO,0,3,NO,68530.0,12460.0,6230.0,49840,Audi,A5,1997,N,0,0,0,0,0,68530.0,0.0,0,11.13504147662283,9.430359045942868,8.737292112544221,10.816593217465508,300000.0,0.0035377666666666662,0.0033333333333333335,0.0035389459222222217
338.0,49.0,348209,1994/02/22,IN,500/1000,1000,1279.08,0,449718,MALE,MD,other-service,kayaking,own-child,0.0,51500,2015/02/27,Parked Car,?,Minor Damage,,NC,Riverwood,7721 Washington Ridge,13,1,NO,0,1,?,4300.0,860.0,860.0,2580,Ford,F150,2004,N,0,0,0,0,0,4300.0,0.0,0,8.366602832783736,6.7580945044277305,6.7580945044277305,7.855932199718614,1000000.0,0.00127908,0.001,0.001279207908
271.0,42.0,486676,2011/08/15,OH,100/300,500,1105.49,0,463181,FEMALE,Associate,prof-specialty,sleeping,own-child,56200.0,50000,2015/02/20,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,Hillsdale,8006 Maple Hwy,12,2,?,2,3,?,68310.0,12420.0,6210.0,49680,Audi,A3,2003,Y,0,0,0,0,0,68310.0,0.0,0,11.131826086763818,9.427143867544194,8.734077192559303,10.813377845229256,300000.0,0.0036849666666666668,0.0016666666666666668,0.0036855808277777777
222.0,41.0,260845,1998/11/11,OH,100/300,2000,1055.53,0,441992,FEMALE,MD,armed-forces,cross-fit,not-in-family,37800.0,50300,2015/02/08,Single Vehicle Collision,Front Collision,Total Loss,Other,WV,Northbrook,6751 Pine Ridge,7,1,NO,0,2,NO,61290.0,6810.0,6810.0,47670,Honda,Civic,1995,Y,0,0,0,0,0,61290.0,0.0,0,11.02338829222202,8.826294231241318,8.826294231241318,10.772078525532862,300000.0,0.0035184333333333332,0.006666666666666667,0.0035207789555555553
199.0,41.0,657045,1995/12/04,OH,250/500,1000,895.83,0,452597,FEMALE,Associate,sales,paintball,husband,0.0,0,2015/02/11,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,NC,Arlington,2324 Texas Ridge,10,1,NO,1,2,NO,30100.0,3010.0,0.0,27090,Chevrolet,Malibu,1999,N,0,0,0,0,0,30100.0,0.0,0,10.31231367277647,8.010027528481734,0.0,10.206956848388238,500000.0,0.00179166,0.002,0.001792018332
215.0,37.0,761189,2002/12/28,IN,100/300,500,1632.93,0,614417,FEMALE,College,transport-moving,golf,not-in-family,0.0,42900,2015/02/23,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Riverwood,7923 Elm Ave,7,3,NO,2,0,YES,57120.0,9520.0,4760.0,42840,Mercedes,C300,2002,N,0,0,0,0,0,57120.0,0.0,0,10.952927103863022,9.161255164285691,8.46821300919452,10.665250866959653,300000.0,0.0054431,0.0016666666666666668,0.005444007183333334
192.0,40.0,175177,2004/04/15,IL,100/300,1000,1405.99,0,472895,FEMALE,Associate,sales,yachting,wife,0.0,0,2015/03/01,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,VA,Springfield,4755 Best Lane,18,3,YES,1,0,YES,42930.0,9540.0,4770.0,28620,BMW,X6,2005,N,0,0,0,0,0,42930.0,0.0,0,10.667349454681297,9.163353580751846,8.470311205516108,10.261895993101012,300000.0,0.004686633333333333,0.0033333333333333335,0.004688195544444444
120.0,35.0,116700,2001/02/02,OH,100/300,1000,1425.54,0,475847,FEMALE,High School,transport-moving,bungie-jumping,other-relative,78300.0,0,2015/01/15,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Riverwood,5053 Tree Drive,22,3,NO,2,0,NO,51210.0,11380.0,5690.0,34140,Ford,Fusion,2010,N,0,0,0,0,0,51210.0,0.0,0,10.843709631701984,9.33970057728189,8.646641258603124,10.438254287073526,300000.0,0.0047518,0.0033333333333333335,0.004753383933333332
270.0,45.0,166264,2010/01/12,OH,500/1000,1000,1038.09,0,476978,FEMALE,College,handlers-cleaners,golf,husband,0.0,19700,2015/01/14,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NY,Springfield,2078 3rd Ave,18,3,NO,1,1,YES,89400.0,14900.0,7450.0,67050,Suburu,Legacy,1998,N,0,0,0,0,0,89400.0,0.0,0,11.400887146781374,9.60918360377546,8.916103530553727,11.11320880284171,1000000.0,0.00103809,0.001,0.001038193809
319.0,47.0,527945,1992/04/14,IN,250/500,500,1307.11,0,600648,MALE,College,transport-moving,dancing,not-in-family,0.0,0,2015/02/17,Multi-vehicle Collision,Front Collision,Total Loss,Police,WV,Northbrook,2804 Best St,22,3,NO,0,2,?,59730.0,10860.0,10860.0,38010,Audi,A3,2005,N,0,0,0,0,0,59730.0,0.0,0,10.9976064275919,9.292933670280036,9.292933670280036,10.54563087050331,500000.0,0.00261422,0.001,0.002614481422
194.0,39.0,627540,2010/05/21,OH,500/1000,1000,1489.24,6000000,608335,FEMALE,JD,other-service,kayaking,wife,0.0,45000,2015/01/24,Vehicle Theft,?,Minor Damage,,SC,Springfield,7877 Sky Lane,15,1,YES,2,2,YES,8060.0,1240.0,1240.0,5580,Saab,95,2004,N,0,1,0,0,0,8060.0,0.0,0,8.9947928972836,7.123672785204607,7.123672785204607,8.627123250788433,1000000.0,0.00148924,0.001,0.001489388924
227.0,38.0,279422,2013/10/27,OH,500/1000,500,976.67,0,471600,FEMALE,PhD,handlers-cleaners,polo,unmarried,0.0,0,2015/01/21,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,6530 Weaver Ave,16,1,?,1,2,?,72200.0,14440.0,7220.0,50540,BMW,M5,2013,Y,0,0,0,0,0,72200.0,0.0,0,11.187209175200516,9.577826662126563,8.884748726451182,10.830540167054314,1000000.0,0.00097667,0.0005,0.0009767188335
137.0,31.0,484200,1994/10/12,OH,250/500,2000,1340.43,0,441175,MALE,High School,exec-managerial,paintball,husband,52700.0,40600,2015/02/19,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,NC,Arlington,3087 Oak Hwy,6,3,NO,1,2,NO,50800.0,10160.0,10160.0,30480,Accura,MDX,2005,N,0,0,0,0,0,50800.0,0.0,0,10.835671318412196,9.22631214148588,9.22631214148588,10.32485881766135,500000.0,0.00268086,0.004,0.002681932344
244.0,38.0,645258,1997/07/04,OH,500/1000,2000,1267.81,5000000,603123,FEMALE,Masters,exec-managerial,video-games,wife,0.0,0,2015/01/03,Vehicle Theft,?,Trivial Damage,,NC,Northbrook,7098 Lincoln Hwy,10,1,?,2,1,?,6600.0,660.0,1320.0,4620,Accura,TL,2005,N,0,1,0,0,0,6600.0,0.0,0,8.79497643168877,6.493753839851686,7.186144304522325,8.438366410870266,1000000.0,0.0012678099999999999,0.002,0.0012680635619999998
78.0,29.0,694662,2011/02/15,IL,250/500,1000,1234.2,6000000,457767,MALE,Masters,other-service,bungie-jumping,other-relative,0.0,0,2015/01/29,Vehicle Theft,?,Minor Damage,Police,NY,Northbrook,5124 Maple St,3,1,YES,2,2,NO,7500.0,750.0,1500.0,5250,Nissan,Maxima,2002,N,0,1,0,0,0,7500.0,0.0,0,8.922791623969637,6.621405651764134,7.313886831633462,8.566173813637858,500000.0,0.0024684,0.002,0.0024688936799999997
200.0,35.0,960680,1994/08/21,IN,250/500,2000,1318.06,0,618498,MALE,High School,exec-managerial,video-games,wife,57300.0,80600,2015/01/19,Vehicle Theft,?,Trivial Damage,,VA,Hillsdale,2333 Maple Lane,13,1,NO,0,3,YES,6490.0,1180.0,1180.0,4130,Volkswagen,Jetta,2002,N,0,0,0,0,0,6490.0,0.0,0,8.778171881033469,7.074116816197362,7.074116816197362,8.326274787396764,500000.0,0.00263612,0.004,0.002637174448
284.0,48.0,498140,1997/05/15,IN,500/1000,2000,769.95,0,605486,MALE,Masters,prof-specialty,movies,not-in-family,0.0,44200,2015/01/19,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,NY,Hillsdale,1012 5th Lane,16,2,?,2,3,NO,60940.0,5540.0,11080.0,44320,Audi,A3,2013,Y,0,0,0,0,0,60940.0,0.0,0,11.01766146198826,8.61993026886735,9.312987208936326,10.699213884343516,1000000.0,0.00076995,0.002,0.00077010399
275.0,41.0,498875,1996/10/26,OH,100/300,2000,1514.72,0,617970,MALE,High School,transport-moving,board-games,own-child,35700.0,0,2015/02/02,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,7477 MLK Drive,13,3,YES,0,1,?,58300.0,5830.0,11660.0,40810,Suburu,Legacy,2007,N,0,0,0,0,0,58300.0,0.0,0,10.97337452485014,8.670943791222156,9.364005219520331,10.616706931897728,300000.0,0.005049066666666667,0.006666666666666667,0.005052432711111111
153.0,34.0,798177,2006/03/04,IL,500/1000,1000,873.64,4000000,432934,FEMALE,Associate,priv-house-serv,yachting,husband,800.0,0,2015/01/30,Multi-vehicle Collision,Front Collision,Minor Damage,Other,SC,Columbus,9489 3rd St,9,3,NO,2,1,?,68400.0,11400.0,11400.0,45600,Ford,F150,2007,N,0,1,0,0,0,68400.0,0.0,0,11.133142723386811,9.34145634983372,9.34145634983372,10.727684925086583,1000000.0,0.00087364,0.001,0.000873727364
134.0,32.0,614763,1991/01/02,IL,500/1000,500,1612.43,0,456762,FEMALE,MD,other-service,yachting,own-child,36400.0,0,2015/01/08,Single Vehicle Collision,Side Collision,Total Loss,Fire,VA,Springfield,2087 Apache Ave,2,1,?,2,1,YES,64240.0,11680.0,11680.0,40880,BMW,3 Series,2015,N,0,0,0,0,0,64240.0,0.0,0,11.07039691512464,9.365718869155696,9.365718869155696,10.618420686417933,1000000.0,0.00161243,0.0005,0.0016125106215
31.0,36.0,679370,1999/08/15,IL,500/1000,2000,1318.24,9000000,601748,FEMALE,College,prof-specialty,kayaking,not-in-family,0.0,78600,2015/01/30,Parked Car,?,Trivial Damage,,WV,Arlington,5540 Sky St,9,1,NO,0,1,YES,4700.0,940.0,470.0,3290,Dodge,Neon,2002,N,0,1,0,0,0,4700.0,0.0,0,8.45553053102413,6.846943139585379,6.154858094016418,8.098946748943339,1000000.0,0.00131824,0.002,0.001318503648
41.0,25.0,958857,1992/01/15,IN,100/300,1000,1226.83,0,607763,FEMALE,College,exec-managerial,exercise,not-in-family,0.0,56100,2015/01/07,Multi-vehicle Collision,Side Collision,Major Damage,Other,SC,Columbus,7238 2nd St,12,3,YES,2,0,?,45120.0,0.0,5640.0,39480,Accura,MDX,2011,Y,0,0,0,0,0,45120.0,0.0,0,10.71710304904691,0.0,8.637816633739977,10.583574822507286,300000.0,0.004089433333333333,0.0033333333333333335,0.004090796477777777
127.0,29.0,686816,1999/12/07,OH,250/500,2000,1326.44,5000000,436973,FEMALE,High School,sales,board-games,own-child,0.0,0,2015/02/24,Multi-vehicle Collision,Front Collision,Total Loss,Fire,SC,Arlington,8442 Britain Hwy,12,2,YES,1,1,?,66950.0,10300.0,10300.0,46350,Saab,93,1995,N,0,1,0,0,0,66950.0,0.0,0,11.11171628752756,9.239996256883693,9.239996256883693,10.743998145734295,500000.0,0.0026528800000000003,0.004,0.002653941152
61.0,23.0,127754,1993/06/06,IL,250/500,2000,1136.83,4000000,471300,FEMALE,Associate,tech-support,exercise,own-child,0.0,62400,2015/02/02,Single Vehicle Collision,Side Collision,Major Damage,Police,NY,Columbus,1331 Britain Hwy,14,1,NO,0,3,?,98340.0,8940.0,17880.0,71520,Honda,Accord,2004,Y,0,1,0,0,0,98340.0,0.0,0,11.496196309716344,9.098402718735318,9.791493975575204,11.177746391852557,500000.0,0.00227366,0.004,0.0022745694639999996
207.0,42.0,918629,2000/10/03,IL,250/500,2000,1322.78,0,453277,MALE,PhD,farming-fishing,yachting,own-child,55200.0,0,2015/02/28,Parked Car,?,Trivial Damage,,WV,Springfield,5260 Francis Drive,9,1,NO,0,1,NO,5900.0,590.0,590.0,4720,BMW,X5,2007,N,0,0,0,0,0,5900.0,0.0,0,8.682877107057168,6.3818160174060985,6.3818160174060985,8.459775920546287,500000.0,0.00264556,0.004,0.002646618224
219.0,43.0,731450,2010/12/29,IN,100/300,1000,1483.25,0,465100,FEMALE,MD,exec-managerial,exercise,not-in-family,90700.0,20800,2015/02/09,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NC,Riverwood,1135 Solo Lane,3,3,NO,1,1,?,70680.0,5890.0,11780.0,53010,Ford,Fusion,2009,N,0,0,0,0,0,70680.0,0.0,0,11.165932074607458,8.681181041521688,9.37424334324612,10.878254718169137,300000.0,0.004944166666666667,0.0033333333333333335,0.004945814722222223
271.0,42.0,307447,1990/03/17,IL,100/300,500,1515.3,0,603248,FEMALE,High School,machine-op-inspct,hiking,not-in-family,0.0,0,2015/01/19,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Northbend,9737 Solo Hwy,21,3,NO,1,0,NO,93720.0,17040.0,8520.0,68160,Mercedes,ML350,2005,N,0,0,0,0,0,93720.0,0.0,0,11.4480775626459,9.743377484107391,9.050288983827956,11.129627832757077,300000.0,0.005051,0.0016666666666666668,0.005051841833333333
80.0,25.0,992145,2012/03/01,IL,100/300,2000,1075.18,5000000,601112,FEMALE,PhD,armed-forces,exercise,husband,67700.0,58400,2015/02/21,Vehicle Theft,?,Minor Damage,,OH,Northbrook,3289 Britain Drive,5,1,NO,2,0,YES,6930.0,1260.0,630.0,5040,Toyota,Highlander,2001,N,0,1,0,0,0,6930.0,0.0,0,8.843759381917984,7.13966033596492,6.447305862541213,8.525359754082631,300000.0,0.0035839333333333337,0.006666666666666667,0.0035863226222222224
325.0,47.0,900628,2006/02/05,IN,500/1000,1000,1690.27,0,438830,FEMALE,Associate,protective-serv,hiking,not-in-family,61500.0,0,2015/01/14,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Springfield,6550 Andromedia St,11,1,YES,0,3,NO,72930.0,6630.0,6630.0,59670,Dodge,RAM,2006,Y,0,0,0,0,0,72930.0,0.0,0,11.19726906766269,8.799510901368867,8.799510901368867,10.996601419215988,1000000.0,0.00169027,0.001,0.001690439027
29.0,25.0,235220,2014/11/01,IL,250/500,2000,1352.83,0,464959,MALE,Masters,farming-fishing,skydiving,own-child,0.0,71700,2015/01/22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,SC,Hillsdale,1679 2nd Hwy,4,4,YES,1,2,YES,64890.0,7210.0,7210.0,50470,Nissan,Pathfinder,2013,Y,0,0,0,0,0,64890.0,0.0,0,11.080464218191493,8.88336291691676,8.88336291691676,10.829154192888762,500000.0,0.00270566,0.004,0.0027067422639999996
295.0,48.0,740019,2009/06/17,OH,250/500,1000,1148.73,0,439787,FEMALE,College,machine-op-inspct,kayaking,wife,0.0,0,2015/02/22,Parked Car,?,Trivial Damage,,WV,Columbus,3998 Flute St,6,1,?,1,2,YES,5400.0,900.0,900.0,3600,Saab,95,1999,N,0,0,0,0,0,5400.0,0.0,0,8.594339400592892,6.803505257608338,6.803505257608338,8.188966863648876,500000.0,0.00229746,0.002,0.002297919492
239.0,42.0,246882,1999/09/20,IL,100/300,1000,969.5,0,464839,MALE,College,exec-managerial,reading,not-in-family,0.0,0,2015/01/26,Vehicle Theft,?,Trivial Damage,,NC,Northbrook,2430 MLK Ave,10,1,NO,0,0,?,5600.0,700.0,700.0,4200,Audi,A3,2007,N,0,0,0,0,0,5600.0,0.0,0,8.630700432209832,6.55250788703459,6.55250788703459,8.343077871169383,300000.0,0.0032316666666666665,0.0033333333333333335,0.0032327438888888884
269.0,41.0,797613,1990/10/19,IN,100/300,500,1463.82,0,448984,FEMALE,College,protective-serv,yachting,not-in-family,0.0,72300,2015/01/24,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Northbend,7717 Britain Hwy,23,1,YES,0,0,?,79300.0,15860.0,15860.0,47580,Saab,92x,2007,N,0,0,0,0,0,79300.0,0.0,0,11.281006017883907,9.67161854490356,9.67161854490356,10.77018880087022,300000.0,0.0048794,0.0016666666666666668,0.004880213233333333
80.0,27.0,193442,1996/08/05,IL,100/300,1000,1474.17,0,440327,FEMALE,College,tech-support,exercise,unmarried,0.0,0,2015/02/19,Single Vehicle Collision,Side Collision,Major Damage,Police,WV,Northbend,7773 Tree Hwy,13,1,YES,1,0,YES,52800.0,10560.0,5280.0,36960,Saab,95,2004,N,0,0,0,0,0,52800.0,0.0,0,10.874285408908944,9.264923249746474,8.571870752706934,10.517618581666662,300000.0,0.0049139000000000006,0.0033333333333333335,0.004915537966666667
279.0,41.0,389238,2001/06/06,IL,250/500,500,1497.35,0,460742,FEMALE,JD,prof-specialty,bungie-jumping,husband,37300.0,31700,2015/01/29,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NC,Northbrook,2199 Texas Drive,16,3,?,2,3,NO,28800.0,0.0,3600.0,25200,Ford,Fusion,2013,N,0,0,0,0,0,28800.0,0.0,0,10.268165387743457,0.0,8.188966863648876,10.134638955251866,500000.0,0.0029947,0.001,0.0029949994699999998
165.0,33.0,760179,2007/03/25,OH,100/300,1000,1427.14,0,446895,FEMALE,Associate,tech-support,kayaking,other-relative,35300.0,58100,2015/02/15,Parked Car,?,Minor Damage,Police,WV,Northbend,1028 Sky Lane,3,1,NO,1,1,NO,2970.0,330.0,330.0,2310,Toyota,Highlander,2008,N,0,0,0,0,0,2970.0,0.0,0,7.996653875462607,5.802118375377063,5.802118375377063,7.745435610274381,300000.0,0.004757133333333333,0.0033333333333333335,0.0047587190444444444
